"";"formaal";"reisetid";"reisemiddel";"ind";"NR";"dato";"arbeidsplass";"student";"fastoppmoete";"hjemmekontor";"arbeidstid";"yrke";"kjoenn";"alder";"alderskategori";"barn";"voksne";"totmedlem";"husholdning";"Kommunenavn";"fylke";"day";"hverdag";"antall_reiser";"tottid";"tellekategori";"annerledes_janei";"mindrekollektiv";"annettidspunkt";"mer_bil";"mer_sykkelgange";"monthyear";"tidskategori";"ID";"car_driver_boo"
"7353";"Freetime activities";10;"Car, driver";"hjemreise 2.1";10835696;"2020-11-18";"Education and kindergarten";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";52;"45 - 54";1;4;5;"Couple w/ children 0-17 y/o";"SURNADAL";"MOERE OG ROMSDAL";"Wed";"Weekday";4;30;"3-4 trips";"Nei";0;0;0;0;"Nov'20";"5 - 10 min";10835696;1
"7354";"Freetime activities";15;"Car, driver";"hjemreise 2.1";10837057;"2020-11-18";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";58;"55 - 66";0;4;4;"Several adults";"OELESUND";"MOERE OG ROMSDAL";"Wed";"Weekday";5;85;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"10 - 15 min";10837057;1
"7355";"Shopping/grocery/service";12;"Car, driver";"hjemreise 2.1";10843846;"2020-11-18";"Education and kindergarten";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";41;"35 - 44";3;3;6;"Couple w/ children 0-17 y/o";"VOLDA";"MOERE OG ROMSDAL";"Wed";"Weekday";4;32;"3-4 trips";"Ja";0;0;0;0;"Nov'20";"10 - 15 min";10843846;1
"7356";"Shopping/grocery/service";5;"Car, driver";"hjemreise 2.1";10844488;"2020-11-18";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";65;"55 - 66";0;2;2;"Couple w/o children";"MELHUS";"TROENDELAG";"Wed";"Weekday";4;60;"3-4 trips";"Ja";1;0;1;0;"Nov'20";"< 5 min";10844488;1
"7357";"Shopping/grocery/service";5;"Car, driver";"hjemreise 2.1";10846326;"2020-11-18";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";55;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";4;50;"3-4 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10846326;1
"7358";"School/university";5;"Car, driver";"hjemreise 2.1";10860198;"2020-11-19";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";46;"45 - 54";2;3;5;"Couple w/ children 0-17 y/o";"SUNNDAL";"MOERE OG ROMSDAL";"Thu";"Weekday";6;95;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10860198;1
"7359";"Shopping/grocery/service";3;"Car, driver";"hjemreise 2.1";10860504;"2020-11-19";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";42;"35 - 44";0;2;2;"Couple w/o children";"OELESUND";"MOERE OG ROMSDAL";"Thu";"Weekday";6;39;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10860504;1
"7360";"Pick up/drop off trip";2;"By foot";"hjemreise 2.1";10862476;"2020-11-19";"Education and kindergarten";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";49;"45 - 54";3;1;4;"Single w/ children 0-17 y/o";"MOLDE";"MOERE OG ROMSDAL";"Thu";"Weekday";3;9;"3-4 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10862476;0
"7361";"Freetime activities";NA;"Car, passenger";"hjemreise 2.1";10903302;"2020-11-22";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";52;"45 - 54";0;1;1;"Single w/o children";"MOLDE";"MOERE OG ROMSDAL";"Sun";"Weekend";6;44;"5-6 trips";"Ja";0;0;0;0;"Nov'20";NA;10903302;0
"7362";"Other";15;"Car, driver";"hjemreise 2.1";10903495;"2020-11-22";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";45;"45 - 54";1;2;3;"Couple w/ children 0-17 y/o";"OERSTA";"MOERE OG ROMSDAL";"Sun";"Weekend";4;50;"3-4 trips";"Ja";0;0;0;0;"Nov'20";"10 - 15 min";10903495;1
"7363";"Freetime activities";2;"By foot";"hjemreise 2.1";10915391;"2020-11-23";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";44;"35 - 44";3;3;6;"Couple w/ children 0-17 y/o";"SANDE";"MOERE OG ROMSDAL";"Mon";"Weekday";4;66;"3-4 trips";"Nei";0;0;0;0;"Nov'20";"< 5 min";10915391;0
"7364";"Freetime activities";10;"Car, driver";"hjemreise 2.1";10952555;"2020-11-24";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";59;"55 - 66";0;3;3;"Several adults";"KRISTIANSUND";"MOERE OG ROMSDAL";"Tue";"Weekday";5;40;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"5 - 10 min";10952555;1
"7365";"Pick up/drop off trip";10;"Car, driver";"hjemreise 2.1";11032427;"2020-11-25";"Office job, research, administration";"Not student";NA;NA;"Shift work, rotating shifts";"Full-time";"Female";50;"45 - 54";3;3;6;"Couple w/ children 0-17 y/o";"OELESUND";"MOERE OG ROMSDAL";"Wed";"Weekday";5;47;"5-6 trips";"Nei";0;0;0;0;"Nov'20";"5 - 10 min";11032427;1
"7366";"Freetime activities";5;"Car, driver";"hjemreise 2.1";11154279;"2020-11-29";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";41;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"MOLDE";"MOERE OG ROMSDAL";"Sun";"Weekend";4;22;"3-4 trips";"Ja";0;0;0;0;"Nov'20";"< 5 min";11154279;1
"7367";"Freetime activities";10;"Car, driver";"hjemreise 2.1";13633667;"2021-04-13";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";55;"55 - 66";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;45;"3-4 trips";"Nei";0;0;0;0;"Apr'21";"5 - 10 min";13633667;1
"7368";"Freetime activities";15;"Car, passenger";"hjemreise 2.1";13649243;"2021-04-14";NA;"Not student";NA;NA;NA;"Go to school";"Female";17;"15 - 17";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";3;50;"3-4 trips";"Nei";0;0;0;0;"Apr'21";"10 - 15 min";13649243;0
"7369";"Freetime activities";5;"By foot";"hjemreise 2.1";13690012;"2021-04-18";NA;"Not student";NA;NA;NA;"Go to school";"Female";14;NA;4;2;7;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";3;30;"3-4 trips";"Nei";0;0;0;0;"Apr'21";"< 5 min";13690012;0
"7370";"Shopping/grocery/service";5;"Car, driver";"hjemreise 2.1";13725878;"2021-04-20";"Healthcare";"Not student";NA;NA;"Shift work, rotating shifts";"Part-time";"Female";41;"35 - 44";1;3;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;35;"3-4 trips";"Ja";1;0;1;1;"Apr'21";"< 5 min";13725878;1
"7371";"Freetime activities";5;"Pedal bike";"hjemreise 2.1";13726530;"2021-04-20";"Education and kindergarten";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";49;"45 - 54";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;75;"3-4 trips";"Nei";0;0;0;0;"Apr'21";"< 5 min";13726530;0
"7372";"Freetime activities";12;"Public transportation";"hjemreise 2.1";13753619;"2021-04-23";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";65;"55 - 66";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";5;47;"5-6 trips";"Nei";0;0;0;0;"Apr'21";"10 - 15 min";13753619;0
"7373";"Freetime activities";16;"Public transportation";"hjemreise 2.1";13754629;"2021-04-23";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";65;"55 - 66";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";5;57;"5-6 trips";"Nei";0;0;0;0;"Apr'21";"15 - 30 min";13754629;0
"7374";"Freetime activities";20;"Car, driver";"hjemreise 2.1";13758137;"2021-04-24";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";46;"45 - 54";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";6;73;"5-6 trips";"Nei";0;0;0;0;"Apr'21";"15 - 30 min";13758137;1
"7375";"Freetime activities";12;"Pedal bike";"hjemreise 2.1";13761781;"2021-04-25";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";55;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";4;84;"3-4 trips";"Nei";0;0;0;0;"Apr'21";"10 - 15 min";13761781;0
"7376";"Freetime activities";10;"Car, passenger";"hjemreise 2.1";13897449;"2021-05-01";NA;"Student";NA;NA;NA;"Student, higher education";"Male";23;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Sat";"Weekend";6;100;"5-6 trips";"Nei";0;0;0;0;"May'21";"5 - 10 min";13897449;0
"7377";"Shopping/grocery/service";10;"By foot";"hjemreise 2.1";15721207;"2021-09-07";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Male";25;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;65;"5-6 trips";"Ja";0;0;0;0;"Sep'21";"5 - 10 min";15721207;0
"7378";"Shopping/grocery/service";14;"By foot";"hjemreise 2.1";15721234;"2021-09-06";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Female";24;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";7;78;"7+ trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15721234;0
"7379";"Shopping/grocery/service";2;"Car, passenger";"hjemreise 2.1";15783136;"2021-09-09";NA;"Student";NA;NA;NA;"Student, higher education";"Male";25;"25 - 34";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;38;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15783136;0
"7380";"Shopping/grocery/service";3;"Car, driver";"hjemreise 2.1";15783138;"2021-09-09";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Thu";"Weekday";6;40;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15783138;1
"7381";"Shopping/grocery/service";25;"Car, driver";"hjemreise 2.1";15784360;"2021-09-10";"Office job, research, administration";"Not student";"Ja";"Other";"Standard Business Day";"Full-time";"Female";59;"55 - 66";0;1;1;"Single w/o children";"RISOER";"AGDER";"Fri";"Weekday";4;80;"3-4 trips";"Ja";0;0;0;0;"Sep'21";"15 - 30 min";15784360;1
"7382";"Shopping/grocery/service";35;"By foot";"hjemreise 2.1";15784410;"2021-09-10";NA;"Student";NA;NA;NA;"Student, higher education";"Female";19;"18 - 24";0;4;4;"Several adults";NA;NA;"Fri";"Weekday";4;180;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"30 - 60 min";15784410;0
"7383";"Freetime activities";15;"Pedal bike";"hjemreise 2.1";15785339;"2021-09-10";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";60;"55 - 66";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";5;125;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15785339;0
"7384";"Shopping/grocery/service";9;"By foot";"hjemreise 2.1";15785946;"2021-09-10";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";4;52;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15785946;0
"7385";"Shopping/grocery/service";5;"Car, driver";"hjemreise 2.1";15787665;"2021-09-10";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";25;"25 - 34";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";4;35;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15787665;1
"7386";"Freetime activities";15;"Car, driver";"hjemreise 2.1";15787741;"2021-09-10";"Healthcare";"Not student";"Nei";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";36;"35 - 44";1;1;2;"Single w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";4;70;"3-4 trips";"Ja";0;0;0;0;"Sep'21";"10 - 15 min";15787741;1
"7387";"Freetime activities";5;"By foot";"hjemreise 2.1";15798230;"2021-09-10";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";5;60;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15798230;0
"7388";"Freetime activities";30;"By foot";"hjemreise 2.1";15805739;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;90;"3-4 trips";"Ja";0;0;0;0;"Sep'21";"15 - 30 min";15805739;0
"7389";"To/from workplace";20;"Pedal bike";"hjemreise 2.1";15807242;"2021-09-10";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";42;"35 - 44";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Fri";"Weekday";3;45;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15807242;0
"7390";"Pick up/drop off trip";15;"Car, driver";"hjemreise 2.1";15807564;"2021-09-12";"Office job, research, administration";"Not student";"Ja";"Work from home";"Standard Business Day";"Full-time";"Male";64;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";5;70;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15807564;1
"7391";"Pick up/drop off trip";20;"Car, driver";"hjemreise 2.1";15809625;"2021-09-12";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Flextime";"Full-time";"Female";40;"35 - 44";3;2;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";4;80;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15809625;1
"7392";"To/from workplace";10;"Pedal bike";"hjemreise 2.1";15810273;"2021-09-12";"Healthcare";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";57;"55 - 66";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";4;50;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15810273;0
"7393";"Freetime activities";15;"Public transportation";"hjemreise 2.1";15811891;"2021-09-12";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";41;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";4;95;"3-4 trips";"Ja";0;0;0;0;"Sep'21";"10 - 15 min";15811891;0
"7394";"Shopping/grocery/service";10;"Car, driver";"hjemreise 2.1";15812464;"2021-09-13";"Healthcare";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";35;"35 - 44";3;2;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";3;30;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15812464;1
"7395";"Pick up/drop off trip";5;"Electrical bike";"hjemreise 2.1";15812496;"2021-09-13";"Healthcare";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";35;"35 - 44";3;3;6;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;25;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15812496;0
"7396";"Shopping/grocery/service";5;"By foot";"hjemreise 2.1";15812550;"2021-09-13";"Industry, agriculture, craftmanship";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Male";41;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;41;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15812550;0
"7397";"To/from workplace";20;"Car, driver";"hjemreise 2.1";15817819;"2021-09-13";"Office job, research, administration";"Not student";"Ja";"Go to work as usual";"Standard Business Day";"Full-time";"Female";41;"35 - 44";3;1;4;"Single w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;145;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15817819;1
"7398";"Shopping/grocery/service";15;"By foot";"hjemreise 2.1";15818794;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";18;"18 - 24";0;7;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;128;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15818794;0
"7399";"School/university";30;"Public transportation";"hjemreise 2.1";15818944;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Male";18;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;120;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15818944;0
"7400";"Shopping/grocery/service";20;"Public transportation";"hjemreise 2.1";15820553;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;90;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15820553;0
"7401";"Freetime activities";15;"Pedal bike";"hjemreise 2.1";15822998;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;70;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"10 - 15 min";15822998;0
"7402";"Freetime activities";30;"By foot";"hjemreise 2.1";15823873;"2021-09-13";NA;"Student";NA;NA;NA;"Student, higher education";"Female";19;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;130;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15823873;0
"7403";"Freetime activities";30;"Car, driver";"hjemreise 2.1";15827753;"2021-09-14";NA;"Not student";NA;NA;NA;"Pensioner";"Male";62;"55 - 66";3;2;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;130;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"15 - 30 min";15827753;1
"7404";"Pick up/drop off trip";5;"Pedal bike";"hjemreise 2.1";15834314;"2021-09-14";"Healthcare";"Not student";"Ja";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";31;"25 - 34";2;2;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;20;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"< 5 min";15834314;0
"7405";"Shopping/grocery/service";40;"By foot";"hjemreise 2.1";15837050;"2021-09-14";"Office job, research, administration";"Not student";"Ja";"Other";"Different schedule";"Full-time";"Male";59;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;120;"3-4 trips";"Nei";0;0;0;0;"Sep'21";"30 - 60 min";15837050;0
"7406";"Freetime activities";15;"Pedal bike";"hjemreise 2.1";15837473;"2021-09-14";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;60;"3-4 trips";"Ja";0;0;0;0;"Sep'21";"10 - 15 min";15837473;0
"7407";"Pick up/drop off trip";6;"By foot";"hjemreise 2.1";15838423;"2021-09-14";"Healthcare";"Not student";"Ja";"Go to work as usual";"Shift work, rotating shifts";"Full-time";"Female";27;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";6;56;"5-6 trips";"Nei";0;0;0;0;"Sep'21";"5 - 10 min";15838423;0
